Item ID,Item Name,Good Type,Ingredient Category,Recipe Unit,Purchase Unit,Purchase Unit Conversion,Market Prices
1775290109618-dhqnuoddp,Sprite - BIB 5L,Beverage,Soft Drink,l,l,1,1775290109618-dhqnuoddp>Sprite - Bib 5L>supplier-1762287668036>France Boissons IDF>Beverage>BIB>5>l>56.92>BIB>5>>>>>
1775291256149-ihf91eksb,Champagne - Veuve Clicquot 75 cl,Beverage,Champagne,l,pc,1.33,1775291256149-ihf91eksb>PFC - Veuve Clicquot 75CL>supplier-1767861222087>Charles Heidsieck>Beverage>Bottle>1>pc>33.78>Carton>6>>>>>
1775291562808-3ja0c7ohs,Champagne - Piper Heidsieck 75CL,Beverage,Champagne,l,pc,1.33,1775291562808-3ja0c7ohs>SFP - Champagne Piper Heidsieck 75CL>supplier-1767861222087>Charles Heidsieck>Beverage>Bottle>1>pc>16.31>Carton>6>>>>>
1776689052318-wmgb2v5s3,Champignon de Paris,Food,Vegetable,kg,kg,1,1776689052318-wmgb2v5s3>Champignon de paris moyen>supplier-1776677164417>M.Charraire>Food>Bag>1>kg>4.28>Bag>1>>>>>
1767789974715-iyek92a7s,Waterco - Eau gazeuse TEST,Beverage,Water,pc,pc,1,1767789974715-iyek92a7s>Gourde gazeuse>supplier-1767789799195>Waterco>Beverage>Bottle>1>pc>1.80>Bottle>1>>>>>
1763778830789-22-a2rfqfcb3,Cheddar Tranche,Food,Dairy,pc,kg,0.003,1763778830789-22-a2rfqfcb3>Cheddar Tranche - CHEDTRA 45>supplier-1761652935093>Alazard>Food>Plastic Bag>1>kg>11.64>Plastic Bag>1>>>>>|1777470985174-gw8m67mhn>Cheddar Tranche>supplier-1761652156967>Metro Auxerre>Food>Plastic Bag>1>kg>11.64>Plastic Bag>1>>>>>
1767788170271-xtjpi2k12,Tsingtao - fut 30L,Beverage,Beer,l,l,1,1767788170271-xtjpi2k12>30L - 124090>supplier-1762287668036>France Boissons IDF>Beverage>Fût>30>l>90.00>Fût>30>>>>>
1775737070623-qnu1m4cl8,Bouquet garni,Food,,,Pièce,,1775737070623-qnu1m4cl8>Bouquet garni>supplier-1761652156967>Metro Auxerre>Food>>5>Pièce>5.44>>>>>>>
1779285420432-5yb37rjjo,Cognac - Hennessy vs 70d,Beverage,,l,pc,1.428,1779285420432-5yb37rjjo>HNSY VERY SPECIAL M23 70CL C6 COGNAC>supplier-1767860945083>Moet hennessy>Beverage>Bottle>1>pc>28.78>Carton>6>>>>>|1776685589916-ukia52092>Cognac - Hennessy vs 40d 70cl>supplier-1776759982886>Métro Paris>Beverage>Bottle>1>pc>30.68>Carton>6>>>>>
1767784899867-k9hncmk7z,Canada dry,Beverage,Soft Drink,l,pc,0.666,"1767784899867-k9hncmk7z>Ginger ale 1,5L - 122943>supplier-1762287668036>France Boissons IDF>Beverage>Carton>6>pc>19.00>Carton>6>>>>>"
1776689319604-p5dc5shwd,Poire conférence,Food,,,kg,,1776689319604-p5dc5shwd>Arena - Poire conférence >supplier-1776677164417>M.Charraire>Food>Bag>1>kg>2.15>Bag>1>>>>>
1775291135650-s1s4qz1ct,Champagne - Moet & Chandon 75cl,Beverage,Champagne,l,pc,1.33,1775291135650-s1s4qz1ct>Adidas arena - Moet & Chandon 75CL>supplier-1767860945083>Moet hennessy>Beverage>Bottle>1>pc>30.26>Carton>6>>>>>
1775290731317-b7cwlp18r,Fanta orange - BIB 5L,Beverage,Soft Drink,l,Liter,1,1775290731317-b7cwlp18r>Fanta orange BIB 5L >supplier-1762287668036>France Boissons IDF>Beverage>>5>Liter>56.92>>>>>>>
1776689353925-jvri2zxj5,Blette,Food,,,kg,,1776689353925-jvri2zxj5>Blette >supplier-1776677164417>M.Charraire>Food>Bag>1>kg>3.08>Bag>1>>>>>
1776689501035-aqyso2jdn,Oignon blanc,Food,,,kg,,1776689501035-aqyso2jdn>Oignon blanc 10kg>supplier-1776677164417>M.Charraire>Food>>1>kg>2.31>Bag>10>>>>>
1776689559467-f5i3t7lre,Potimarron,Food,,,kg,,1776689559467-f5i3t7lre>Potimarron >supplier-1776677164417>M.Charraire>Food>>1>kg>2.77>>1>>>>>
1767860411708-sy3lkwe62,Popcorn sucré (140g),Food,,pc,piece,1,1767860411708-sy3lkwe62>Pop corn sucré 140g>supplier-1767860348669>Finger food>Food>>15>piece>15.75>>>>>>>
1777473113970-98cpi5lhr,Eau,Beverage,Water,l,l,1,1777473113970-98cpi5lhr>Eau>supplier-1777472915271>Utility Auxerre>Beverage>>1>l>0.01>>1>>>>>
1767861359474-pa7s665p6,Vin rouge - Pinot noir,Beverage,Wine,l,pc,1.33,1767861359474-pa7s665p6>SFP - Pinot noir rouge 2022>supplier-1767860896300>La chablisienne>Beverage>Bottle>1>pc>6.50>Carton>6>6>1>>>
1767861482809-et29ja7h2,Vin blanc - Chablis,Beverage,Wine,l,pc,1.33,1767861482809-et29ja7h2>SFP - Chablis 2021>supplier-1767860896300>La chablisienne>Beverage>Bottle>1>pc>6.50>Carton>6>6>1>>>
1767862110907-ct1fzenk2,"Champagne - Piper Heidsieck 1,5L",Beverage,Champagne,pc,pc,1,"1767862110907-ct1fzenk2>SFP - Champagne PH 1,5L>supplier-1767861222087>Charles Heidsieck>Beverage>Bottle>1>pc>47.24>Bottle>1>>>>>"
1775227602639-pa4jzq5p0,Sel - Dosettes,Food,Condiment,pc,Pièce,1,1775227602639-pa4jzq5p0>SEL DOSETTES x1000 RIOBA>supplier-1761652156967>Metro Auxerre>Food>>1000>Pièce>3.98>>>>>>>
1767862820318-0y3pehppq,Vin rosé - Minuty prestige,Beverage,Wine,l,pc,1.33,1767862820318-0y3pehppq>PFC - Minuty prestige Rosé 75cl  1111817>supplier-1767860945083>Moet hennessy>Beverage>Bottle>1>pc>12.67>Carton>6>>>>>
1776689945973-4346522kl,Mélange jeunes pousses,Food,,,kg,,1776689945973-4346522kl>Mélange jeunes pousses hve>supplier-1776677164417>M.Charraire>Food>>1>kg>8.00>>1>>>>>
1776690190475-wbb0g1e0r,Sable cœur coulant,Food,,,pc,,1776690190475-wbb0g1e0r>Arena - sable cœur coulant chocolat >supplier-1775668077351>La compagnie des desserts>Food>Bag>46>pc>75.05>Bag>46>>>>>
1776690270480-mw7fyraqh,Lait concentré,Food,,,kg,,1776690270480-mw7fyraqh>Lait concentré sucre >supplier-1761662500738>Cercle vert>Food>Bottle>0.397>kg>3.28>Bottle>1>>>>>
1776687081147-0rnltjobr,Viande hachée - Steak 65g,Food,,kg,kg,1,1776687081147-0rnltjobr>Arena - Steak haché 65g>supplier-1775199902203>Ets Denis>Food>Bag>1>kg>14.80>Bag>1>>>>>
1776691462452-l0bhmqe1z,Crottin de chèvre,Food,,,pc,,1776691462452-l0bhmqe1z>Crottin de chèvre pays x12 60g>supplier-1761652935093>Alazard>Food>>1>pc>1.62>>12>>>>>
1776691882301-2ggq81vgq,Tomate concentré,Food,,,kg,,1776691882301-2ggq81vgq>Tomate concentré 28%>supplier-1761662500738>Cercle vert>Food>Can>0.82>kg>3.40>Can>1>>>>>
1776691953762-abqzrf4e0,Harissa,Food,,,kg,,1776691953762-abqzrf4e0>Arena - harissa 4/4>supplier-1761662500738>Cercle vert>Food>Can>0.82>kg>2.44>Can>1>>>>>
1776692020823-5ltrlh763,Arôme de vanille,Food,,,l,,1776692020823-5ltrlh763>Arena - arôme vanille 1L>supplier-1761662500738>Cercle vert>Food>Bottle>1>l>4.80>Can>1>>>>>
1776692331171-nep6vlpex,Crème épaisse 30%,Food,,,l,,1776692331171-nep6vlpex>Arena - crème 30% sceau 5L>supplier-1761652935093>Alazard>Food>Bag>1>l>5.10>Bag>5>>>>>
1776692393282-e3814sl8g,Tomate ananas,Food,,,kg,,1776692393282-e3814sl8g>Arena - tomate ananas >supplier-1776677164417>M.Charraire>Food>>1>kg>6.53>>1>>>>>
1776692592717-bb73p7oqu,Carotte,Food,,,kg,,1776692592717-bb73p7oqu>Arena - carotte plateau >supplier-1776677164417>M.Charraire>Food>Bag>1>kg>1.20>Bag>1>>>>>|1776698485574-utk5eu6ew>Arena - Carotte sac >supplier-1776677164417>M.Charraire>Food>>1>kg>0.77>>10>>>>>
1776692657035-y5ahhmnhc,Oignon rouge,Food,,,kg,,1776692657035-y5ahhmnhc>Arena - oignon rouge filet 10kg>supplier-1776677164417>M.Charraire>Food>Bag>10>kg>10.80>Bag>10>>>>>
1776692808694-xxq1zqwbt,Tomate cœur de bœuf,Food,,,kg,,1776692808694-xxq1zqwbt>Arena - tomate cœur de bœuf >supplier-1776677164417>M.Charraire>Food>>1>kg>7.69>>1>>>>>
1776692859294-an7uj3qoh,Tomate Green zébra,Food,,,kg,,1776692859294-an7uj3qoh>Arena - tomate Green zébra >supplier-1776677164417>M.Charraire>Food>>1>kg>8.87>>1>>>>>
1776692914027-a177s7tko,Brocolis,Food,,,kg,,1776692914027-a177s7tko>Arena - brocolis>supplier-1776677164417>M.Charraire>Food>>1>kg>2.44>>1>>>>>|1776694753718-l59t0l46v>Arena - brocolis>supplier-1776437642936>Beaugrain>Food>Bag>7.6>kg>26.22>Bag>1>>>>>|1776695624654-d3661iagb>Arena - brocolis>supplier-1776677164417>M.Charraire>Food>>1>kg>2.61>>1>>>>>
1776692973140-vi0gac7wd,Betterave cuite,Food,,,kg,,1776692973140-vi0gac7wd>Arena - betterave cuite 500g>supplier-1776677164417>M.Charraire>Food>Bag>0.5>kg>1.05>Bag>1>>>>>
1776693024658-gozply0ys,Pleurote,Food,Vegetable,kg,kg,1,1776693024658-gozply0ys>Paris - pleurote grise égalim>supplier-1776677164417>M.Charraire>Food>Bag>1>kg>8.46>Bag>1>>>>>
1776693152817-6juw2vq0d,Pain pita,Food,,,pc,,1776693152817-6juw2vq0d>Arena - pain pita >supplier-1776693103451>Arc en ciel>Food>Bag>1>pc>0.45>Bag>1>>>>>
1776694144021-ll7931pxb,Viande hachée - Steak 150g,Food,Meat,pc,pc,1,1776694144021-ll7931pxb>Arena - SH 150g>supplier-1776759982886>Métro Paris>Food>Bag>8>pc>18.90>Bag>8>>>>>
1776694494759-e5p7sgs1f,Poitrine de veau,Food,,,kg,,1776694494759-e5p7sgs1f>Arena - poitrine de veau>supplier-1776437642936>Beaugrain>Food>Bag>1>kg>20.34>Bag>1>>>>>|1776696078646-q0b0faohs>Arena - poitrine de veau>supplier-1775199902203>Ets Denis>Food>>1>kg>9.50>>1>>>>>
1776694549554-3myj2bb5s,Haut de cuisse de dinde,Food,,,kg,,1776694549554-3myj2bb5s>Arena - Haut de cuisse de dinde halal >supplier-1776437642936>Beaugrain>Food>>1>kg>8.33>>1>>>>>|1776696008167-3y68dl1mw>Arena - cuisse dinde >supplier-1775199902203>Ets Denis>Food>>1>kg>6.50>>1>>>>>
1767785030387-ueptpnjba,La French - Tonic pamplemousse,Beverage,Soft Drink,l,liter,1,1767785030387-ueptpnjba>TOnic pamplemousse - 121017>supplier-1762287668036>France Boissons IDF>Beverage>>6>liter>10.72>>>>>>>
1776694866832-u5zp2nlme,Courge butternut,Food,,,kg,,1776694866832-u5zp2nlme>Arena - courge butternut >supplier-1776437642936>Beaugrain>Food>>1>kg>1.73>>1>>>>>
1776694951254-owuv6myep,Cebette Thai,Food,,,kg,,1776694951254-owuv6myep>Arena - cebette >supplier-1776437642936>Beaugrain>Food>Bag>0.05>kg>3.28>Bag>1>>>>>
1776695013167-ljb9poryf,Citron vert,Food,,kg,kg,1,1776695013167-ljb9poryf>Arena - citron vert >supplier-1776437642936>Beaugrain>Food>>1>kg>3.88>>1>>>>>
1776695072148-186twwlzy,Citron jaune,Food,,,kg,,1776695072148-186twwlzy>Arena - citron jaune >supplier-1776437642936>Beaugrain>Food>>1>kg>2.57>>1>>>>>
1776695788118-lweurrbdc,Civette-ciboulette,Food,,,kg,,1776695788118-lweurrbdc>Arena - civette ciboulette botte>supplier-1776677164417>M.Charraire>Food>>0.05>kg>0.55>>1>>>>>
1776695850534-31izh3e18,Banane,Food,,,kg,,1776695850534-31izh3e18>Arena - banane >supplier-1776677164417>M.Charraire>Food>>1>kg>1.69>>1>>>>>
1776696854909-uifahwum9,Boîte pâtissière,Packaging,,,pc,,1776696854909-uifahwum9>Arena - boite patissiere 32x5>supplier-1776759982886>Métro Paris>Packaging>Carton>50>pc>19.96>Carton>1>>>>>
1776696967890-4ixz1pcqe,Fleur hibiscus,Packaging,,,kg,,1776696967890-4ixz1pcqe>Arena - fleur hibi >supplier-1761662500738>Cercle vert>Packaging>Bag>0.5>kg>11.00>Bag>1>>>>>
1776697087618-rhjni7hkq,Sucre vanillé,Food,,,kg,,1776697087618-rhjni7hkq>Arena - sucre vanillé>supplier-1761662500738>Cercle vert>Food>Bag>0.075>kg>3.07>Bag>1>>>>>
1776697147003-kraftlepg,Arôme fleur oranger,Food,,,l,,1776697147003-kraftlepg>Arena - arôme fleur oranger>supplier-1761662500738>Cercle vert>Food>Bottle>0.5>l>2.26>Bottle>1>>>>>
1776697270068-7ojqdrv5p,Oignon cebette,Food,,,kg,,1776697270068-7ojqdrv5p>Arena - oignon cebette botte>supplier-1776677164417>M.Charraire>Food>Bag>0.15>kg>3.00>Bag>1>>>>>
1776697343758-5r808wbu8,Échalote cuisse de poulet,Food,,,kg,,1776697343758-5r808wbu8>Arena - échalote cuisse de poulet 5kg>supplier-1776677164417>M.Charraire>Food>Bag>1>kg>1.15>Bag>5>>>>>
1776697410020-qgcmqmihp,Clémentine,Food,,,kg,,1776697410020-qgcmqmihp>Arena - clementine >supplier-1776677164417>M.Charraire>Food>Bag>1>kg>2.77>Bag>2>>>>>
1776697540595-rv9vvuypo,Beignet chocolat,Food,,,pc,,1776697540595-rv9vvuypo>Arena - beignet chocolat >supplier-1775199633073>Croc wich>Food>>1>pc>1.04>>1>>>>>
1776697596970-ag79kjvs9,Maxi pain au chocolat,Food,,,pc,,1776697596970-ag79kjvs9>Arena - maxi pain au choco>supplier-1775199633073>Croc wich>Food>>1>pc>1.11>>1>>>>>
1776697696647-6oan9skpy,Croissant beurre,Food,,,pc,,1776697696647-6oan9skpy>Arena - croissant beurre>supplier-1776697639758>Dupain>Food>>1>pc>1.15>>1>>>>>
1776697754165-7b315yl57,Pain chocolat,Food,,,pc,,1776697754165-7b315yl57>Arena - pain chocolat>supplier-1776697639758>Dupain>Food>>1>pc>1.30>>1>>>>>
1776698157996-wokqdcfn9,Menthe,Food,,,kg,,1776698157996-wokqdcfn9>Arena - Menthe botte >supplier-1776677164417>M.Charraire>Food>>0.03>kg>0.52>>1>>>>>
1776698252585-cp7fikaou,Muffin caramel,Food,,,pc,,1776698252585-cp7fikaou>Arena - muffin caramel >supplier-1775199633073>Croc wich>Food>>1>pc>1.66>>1>>>>>
1776698438410-k7d4jif63,Camembert au lait cru,Food,,,kg,,1776698438410-k7d4jif63>Camembert 250g>supplier-1761652935093>Alazard>Food>>0.25>kg>3.97>>1>>>>>
1776698565699-n85w90b5s,Chou rouge,Food,,,kg,,1776698565699-n85w90b5s>Arena - Chou rouge >supplier-1776677164417>M.Charraire>Food>>1>kg>1.00>>1>>>>>
1776698723860-4njjknmv3,Œuf liquide Jaune,Food,,,l,,1776698723860-4njjknmv3>Arena — oeuf Liquide jaune >supplier-1761652935093>Alazard>Food>Bottle>1>l>8.70>Bottle>1>>>>>
1776698974030-ean639h4n,Bagel thon,Food,,,pc,,1776698974030-ean639h4n>Arena - bagel thon >supplier-1776698917685>La sabicherie >Food>>1>pc>9.00>>1>>>>>
1776699020740-j9mn4il1o,Bagel poulet,Food,,,pc,,1776699020740-j9mn4il1o>Arena - bagel poulet>supplier-1776698917685>La sabicherie >Food>>1>pc>9.00>>1>>>>>
1776699245476-ew9g4ewk0,Bamba,Food,,,pc,,1776699245476-ew9g4ewk0>Arena - bamba>supplier-1776698917685>La sabicherie >Food>>1.5>pc>0.00>>1>>>>>
1776699476549-psoupzk7u,Bagel dinde,Food,,,pc,,1776699476549-psoupzk7u>Arena - bagel dinde >supplier-1776698917685>La sabicherie >Food>>1>pc>9.00>>1>>>>>
1776699553680-jqdt9l4te,Babka,Food,,,pc,,1776699553680-jqdt9l4te>Arena - babka>supplier-1776698917685>La sabicherie >Food>>1>pc>5.00>>1>>>>>
1776685193564-2tgk2w2wy,Agitateur bois,Packaging,,,pc,,1776685193564-2tgk2w2wy>Agitateur bois>supplier-1776759982886>Métro Paris>Packaging>Carton>1000>pc>2.92>Carton>1000>>>>>
1774986010321-9b4f7flo7,Coca-Cola Original - CAN 33CL,Beverage,Soft Drink,pc,pc,1,1774986010321-9b4f7flo7>33cl - 122640>supplier-1762287668036>France Boissons IDF>Beverage>Carton>24>pc>18.04>Carton>24>1>1>60>30>15
1774986781220-huc0fiu0i,Coca-Cola Original - PET 50CL,Beverage,Soft Drink,pc,pc,1,1774986781220-huc0fiu0i>PET 50 - 122633>supplier-1762287668036>France Boissons IDF>Beverage>Bottle>1>pc>1.26>Carton>24>1>1>85>40>20
